2.838824817445129373e-04,2.531758509576320648e-04,3.257545758970081806e-04,9.836997985839843750e-01
2.822882830514572778e-04,2.524571027606725693e-04,3.229307185392826796e-04,9.838387966156005859e-01
2.816336404066532633e-04,2.516802633181214333e-04,3.187650872860103846e-04,9.840425848960876465e-01
2.797247681883163642e-04,2.510985068511217833e-04,3.155171580146998167e-04,9.842031598091125488e-01
2.782410141662694297e-04,2.506901219021528959e-04,3.129263641312718391e-04,9.843338727951049805e-01
2.769111306406557560e-04,2.501971321180462837e-04,3.091157414019107819e-04,9.845207333564758301e-01
2.757895344984717667e-04,2.497481764294207096e-04,3.030444495379924774e-04,9.848142266273498535e-01
2.744843499385751567e-04,2.494960208423435688e-04,2.965515013784170151e-04,9.851267933845520020e-01
2.732173175900243440e-04,2.494083892088383436e-04,2.903699642047286034e-04,9.854251146316528320e-01
2.715236551011912525e-04,2.494263753760606050e-04,2.861856773961335421e-04,9.856253266334533691e-01
