2.299423784017562866e+00,7.650818228721618652e-01,7.650818228721618652e-01,8.236643671989440918e-01
2.004468828439712524e+00,5.941159129142761230e-01,5.941159129142761230e-01,8.156632781028747559e-01
1.503821253776550293e+00,4.482659995555877686e-01,4.482659995555877686e-01,8.443723917007446289e-01
1.055738687515258789e+00,3.225834369659423828e-01,3.225834369659423828e-01,8.688200712203979492e-01
7.447461783885955811e-01,2.885483205318450928e-01,2.885483205318450928e-01,8.980950117111206055e-01
5.606095865368843079e-01,2.196321338415145874e-01,2.196321338415145874e-01,9.079185724258422852e-01
3.985604047775268555e-01,1.910032480955123901e-01,1.910032480955123901e-01,9.268299937248229980e-01
2.782341539859771729e-01,1.368081718683242798e-01,1.368081718683242798e-01,9.351099729537963867e-01
1.839564889669418335e-01,1.226650997996330261e-01,1.226650997996330261e-01,9.444899559020996094e-01
1.276544146239757538e-01,1.057374626398086548e-01,1.057374626398086548e-01,9.474723935127258301e-01
